,id,team_id,match_id,summoner_id,match_timestamp,queue,kills,deaths,assists,double_kills,triple_kills,quadra_kills,penta_kills,sight_wards_bought_in_game,vision_wards_bought_in_game,wards_placed,wards_killed,total_damage_taken,true_damage_taken,magic_damage_taken,physical_damage_taken,total_damage_dealt,true_damage_dealt,magic_damage_dealt,physical_damage_dealt,total_time_crowd_control_dealt,total_damage_dealt_to_champions,true_damage_dealt_to_champions,magic_damage_dealt_to_champions,physical_damage_dealt_to_champions,gold_earned,gold_spent,minions_killed,tower_kills,inhibitor_kills,first_blood_kill,first_blood_assist,first_tower_kill,first_tower_assist,first_inhibitor_kill,first_inhibitor_assist,champion_id,lane,role,winner,team_first_blood,team_first_tower,team_first_inhibitor,team_first_dragon,team_first_baron,team_tower_kills,team_inhibitor_kills,team_dragon_kills,team_baron_kills,tm0,tm1,tm2,tm3,tm4,rm0,rm1,rm2,rm3,rm4,rm5,rm6,rm7,rm8,rm9,failingtm,passingtm,tm00,tm01,tm02,tm03,longavg,bool,sum_games_by_id,is_first_game,milliseconds_in_game,days_in_game,workdays_in_game_8hrs,first_game_timestamp,first_game_timestamp_by_id,milliseconds_since_first_game,days_since_first_game,workdays_since_first_game_8hrs,pct_days_in_game,tm00count,tm01count,tm02count,tm03count,tm00famcount,tm01famcount,tm02famcount,tm03famcount,alltmfamcount,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f00,f01,f02,f000,f001,top,jungle,mid,bot_carry,bot_support,sum_games_for_lag,min_lag_range_three_month,games_to_remove_three_month,three_month_sumgames,f_to_remove_three_month,three_month_fcount,kda,min_lag_range_one_month,games_to_remove_one_month,one_month_sumgames,f_to_remove_one_month,one_month_fcount
2871,421912ff9085882c6ffd7d26738738a8,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1480498844,31995521,1407180079134,RANKED_SOLO_5x5,5,6,1,1,0,0,0,0,0,9,1,27684,392,9846,17446,213411,1852,60109,151450,434,15595,800,4021,10773,12937,12185,223,0,0,0,0,0,0,0,0,18,BOTTOM,DUO_CARRY,0,1,0,0,1,0,3,0,2,0,20337441,31995521,24649705,34744277,53386587,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,20337441,24649705,34744277,53386587,1,1,79,0,161160000,1.8652777778,5.5958333333,0,1400821405235,6358673899,73.5957627199,220.7872881597,0.0253449072,0,0,0,0,17,8,22,22,69,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,79,-1530555101,,,,,1,3728930899,56,23,50,19
5037,729bf8cd6ebf80cf4bdb6151add493d6,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482079553,31995521,1407279252356,RANKED_TEAM_5x5,4,5,7,0,0,0,0,3,3,19,2,13193,1308,3452,8432,18927,0,14858,4069,100,9742,0,8826,916,8365,7380,17,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,0,0,1,0,4,0,1,0,31995521,24649705,31307983,31615038,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24649705,31307983,31615038,39514828,1,1,80,0,163200000,1.8888888889,5.6666666667,0,1400821405235,6457847121,74.7436009375,224.2308028125,0.02527158,0,1,0,0,17,9,22,22,70,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,80,-1431381879,,,,,2.2,3828104121,58,22,52,18
9117,d1d5d96c04d36668899d7ce69db2f19e,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482099207,31995521,1407281648166,RANKED_TEAM_5x5,0,7,7,0,0,0,0,3,2,25,3,20661,882,7302,12477,16675,3280,8341,5052,753,5051,0,4619,431,6262,5595,32,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,0,0,0,1,0,1,0,2,0,31995521,31307983,38142035,39514828,24649705,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,38142035,39514828,24649705,1,1,81,0,165240000,1.9125,5.7375,0,1400821405235,6460242931,74.7713302199,224.3139906597,0.0255779855,1,0,0,0,18,9,22,22,71,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,81,-1428986069,,,,,1,3830499931,58,23,52,19
9193,d3850de7733c79b98268fd1588a60df0,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482189783,31995521,1407283952529,RANKED_TEAM_5x5,4,11,15,0,0,0,0,2,2,24,2,33307,2425,16784,14098,23209,0,19165,4044,295,10104,0,8648,1456,10622,9485,26,0,0,0,0,0,0,0,0,412,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,3,0,0,0,31995521,38142035,24649705,39514828,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,38142035,24649705,39514828,31307983,1,1,82,0,167280000,1.9361111111,5.8083333333,0,1400821405235,6462547294,74.798001088,224.3940032639,0.0258845301,0,0,0,1,18,9,22,23,72,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,82,-1426681706,,,,,1.7272727273,3832804294,58,24,52,20
9187,d35b57d1f283dd980acd73477a088da9,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482261509,31995521,1407286958909,RANKED_TEAM_5x5,2,0,17,0,0,0,0,1,3,33,2,13658,164,5649,7844,47600,0,37391,10208,118,13229,0,12008,1221,12910,12660,33,0,0,0,0,0,0,0,1,25,BOTTOM,DUO_SUPPORT,1,0,0,1,1,1,9,4,2,3,31995521,38142035,24649705,31307983,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,38142035,24649705,31307983,39514828,1,1,83,0,169320000,1.9597222222,5.8791666667,0,1400821405235,6465553674,74.8327971528,224.4983914583,0.0261880124,0,0,1,0,18,9,23,23,73,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,83,-1423675326,,,,,19,3835810674,58,25,52,21
8690,c842f8153c9a8a1ebad78b14d5c447cc,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482414737,31995521,1407291160432,RANKED_TEAM_5x5,1,7,10,0,0,0,0,2,1,16,4,16245,344,6229,9672,16988,60,11773,5154,119,7497,60,5707,1730,7070,5940,18,0,0,0,0,0,0,0,0,267,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,0,0,0,0,31995521,38142035,31307983,24649705,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,38142035,31307983,24649705,39514828,1,1,84,0,171360000,1.9833333333,5.95,0,1400821405235,6469755197,74.8814258912,224.6442776736,0.026486319,0,1,0,0,18,10,23,23,74,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,84,-1419473803,,,,,1.5714285714,3840012197,58,26,52,22
4156,5f0d2a66463c8ac3fd00f82f306badde,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482540040,31995521,1407293407855,RANKED_TEAM_5x5,3,5,8,0,0,0,0,4,2,17,1,9390,285,1153,7951,16023,332,11190,4501,33,7398,332,6016,1049,8185,5635,16,0,1,0,0,0,0,0,1,1,BOTTOM,DUO_SUPPORT,1,0,1,1,1,0,10,2,2,0,31995521,31307983,39514828,24649705,38142035,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,39514828,24649705,38142035,1,1,85,0,173400000,2.0069444444,6.0208333333,0,1400821405235,6472002620,74.9074377315,224.7223131944,0.0267923254,1,0,0,0,19,10,23,23,75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,85,-1417226380,,,,,2.2,3842259620,58,27,52,23
3462,4ed920a85609770fb3a230df420fee42,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1482601336,31995521,1407295339343,RANKED_TEAM_5x5,1,4,15,0,0,0,0,2,4,36,3,14251,64,4824,9363,32716,620,22725,9370,89,7809,620,6051,1138,11943,10175,32,0,0,0,0,0,0,0,1,25,BOTTOM,DUO_SUPPORT,1,1,1,1,1,1,8,1,4,2,31995521,38142035,31307983,24649705,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,38142035,31307983,24649705,39514828,1,1,86,0,175440000,2.0305555556,6.0916666667,0,1400821405235,6473934108,74.9297929167,224.78937875,0.0270994417,0,1,0,0,19,11,23,23,76,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,86,-1415294892,,,,,4,3844191108,58,28,52,24
5257,77b67365eb5fa7716321f3e8d9793567,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1483387521,31995521,1407361044830,RANKED_SOLO_5x5,1,4,18,0,0,0,0,3,3,32,9,20087,640,6957,12490,30079,24,20826,9228,180,9077,24,7242,1811,11603,10530,36,0,0,0,0,0,0,0,1,412,BOTTOM,DUO_SUPPORT,1,1,1,1,0,1,9,3,3,1,31995521,24649705,34875569,515012,50976595,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24649705,34875569,515012,50976595,1,1,87,0,177480000,2.0541666667,6.1625,0,1400821405235,6539639595,75.6902730903,227.0708192708,0.0271391103,0,0,0,0,19,11,23,23,76,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,87,-1349589405,,,,,4.75,3909896595,60,27,54,22
5506,7d4065ab9c34ec35dc5005d337972b0b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1491462061,31995521,1407893679986,RANKED_TEAM_5x5,3,3,15,0,0,0,0,1,8,39,8,15218,476,7138,7604,39408,0,33561,5847,152,12026,0,10825,1201,10648,9605,50,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,1,0,1,0,4,0,2,0,31995521,39514828,31307983,38211897,24649705,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,39514828,31307983,38211897,24649705,1,1,88,0,179520000,2.0777777778,6.2333333333,0,1400821405235,7072274751,81.8550318403,245.5650955208,0.0253836292,0,1,0,0,19,12,23,23,77,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,88,-816954249,,,,,6,4442531751,63,25,57,20
10847,f78ac952aa5ea0c87b0a74ad4e828f5d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1491574621,31995521,1407898732872,RANKED_TEAM_5x5,6,4,14,0,0,0,0,1,3,22,0,10718,541,1686,8490,47301,448,38742,8111,109,13908,420,11959,1529,11899,9380,35,1,0,0,0,1,0,0,0,1,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,9,1,4,1,31995521,31615038,31307983,24649705,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31615038,31307983,24649705,39514828,1,1,89,0,181560000,2.1013888889,6.3041666667,0,1400821405235,7077327637,81.9135143171,245.7405429514,0.0256537509,0,1,0,0,19,13,23,23,78,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,89,-811901363,,,,,5,4447584637,63,26,57,21
428,0a17d755212639ca851539f0affdff25,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1491641122,31995521,1407901143150,RANKED_TEAM_5x5,3,5,10,0,0,0,0,2,2,37,7,19025,277,7400,11347,31082,0,23682,7399,65,7578,0,6370,1207,10192,9170,34,0,0,0,0,0,1,0,0,1,BOTTOM,DUO_SUPPORT,0,1,1,0,1,1,5,0,2,1,31995521,31307983,24649705,39514828,31615038,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,24649705,39514828,31615038,1,1,90,0,183600000,2.125,6.375,0,1400821405235,7079737915,81.9414110532,245.8242331597,0.0259331634,1,0,0,0,20,13,23,23,79,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,90,-809491085,,,,,2.6,4449994915,63,27,57,22
8369,c05ff8c89a72ca202efedb8295bc096d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1500946295,31995521,1408485196247,RANKED_SOLO_5x5,2,5,9,0,0,0,0,3,2,13,5,36512,570,13822,22119,111638,24496,37091,50050,2025,9891,1050,4985,3855,9381,8655,39,0,0,0,0,0,0,0,0,106,JUNGLE,NONE,0,1,0,0,0,0,2,0,0,0,36899217,40329318,31995521,28790899,19821919,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,36899217,40329318,28790899,19821919,1,1,91,0,185640000,2.1486111111,6.4458333333,0,1400821405235,7663791012,88.7012848611,266.1038545833,0.0242229987,0,0,0,0,20,13,23,23,79,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,91,-225437988,,,,,2.2,5034048012,65,26,57,22
10182,e8c3913eca3ee43e61893b5cfbebf06b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1511132910,31995521,1409164239527,RANKED_SOLO_5x5,2,8,10,0,0,0,0,1,1,24,1,17830,498,5788,11544,25172,0,19987,5184,119,9676,0,8452,1223,9204,8200,21,1,0,0,0,1,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,1,0,1,0,4,0,2,0,32702446,43978253,31579072,31995521,30264241,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,32702446,43978253,31579072,30264241,1,1,92,0,187680000,2.1722222222,6.5166666667,0,1400821405235,8342834292,96.5605820833,289.68174625,0.022495952,0,0,0,0,20,13,23,23,79,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,92,453605292,6,86,6,73,1.5,5713091292,71,21,63,16
10118,e78e7a85d96d139d3a84d6a8da181b4a,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1524853785,31995521,1409857680197,RANKED_SOLO_5x5,1,4,20,0,0,0,0,4,4,31,4,16583,1117,6085,9379,30034,0,21857,8176,150,13497,0,11383,2114,10687,8810,20,0,1,0,0,0,0,0,1,25,BOTTOM,DUO_SUPPORT,1,1,1,1,1,1,8,2,2,1,31307983,20789235,31995521,31682269,22275827,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,2,4310,31307983,20789235,31682269,22275827,1,1,93,0,189720000,2.1958333333,6.5875,0,1400821405235,9036274962,104.5865157639,313.7595472917,0.0209953771,1,0,0,0,21,13,23,23,80,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,93,1147045962,8,85,8,72,5.25,6406531962,79,14,69,11
573,0dc19ba449bb652a57beece57f059606,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1524885815,31995521,1409860202114,RANKED_SOLO_5x5,1,2,21,0,0,0,0,3,4,21,5,11232,0,3107,8125,36803,0,25507,11296,186,11493,0,9522,1971,10978,9900,34,2,0,0,0,0,1,0,0,267,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,11,3,2,1,31307983,31995521,43250649,35791896,26850155,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,31307983,43250649,35791896,26850155,1,1,94,0,191760000,2.2194444444,6.6583333333,0,1400821405235,9038796879,104.6157046181,313.8471138542,0.0212152129,1,0,0,0,22,13,23,23,81,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,94,1149567879,8,86,8,73,11,6409053879,79,15,69,12
8256,bd8d01cfeda4fed004937787adfa7cfb,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1524982033,31995521,1409863182137,RANKED_SOLO_5x5,2,4,7,0,0,0,0,2,5,25,1,18316,369,4744,13202,17606,2947,9453,5205,506,6035,0,4353,1681,6372,6395,34,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,0,0,0,0,32514842,31995521,30034003,31307983,41252243,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,32514842,30034003,31307983,41252243,1,1,95,0,193800000,2.2430555556,6.7291666667,0,1400821405235,9041776902,104.650195625,313.950586875,0.0214338401,0,0,1,0,22,13,24,23,82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,95,1152547902,8,87,8,74,2.25,6412033902,79,16,69,13
9745,defde672573410effb841063f4b4c939,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1525040965,31995521,1409865421671,RANKED_SOLO_5x5,0,11,11,0,0,0,0,3,2,37,5,21503,1036,6089,14378,29634,0,22842,6792,122,10993,0,9637,1355,8815,7935,28,0,0,0,0,0,0,0,1,25,BOTTOM,DUO_SUPPORT,0,0,0,1,0,0,5,1,0,0,21347829,31995521,30042190,31307983,20919541,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,21347829,30042190,31307983,20919541,0,1,96,0,195840000,2.2666666667,6.8,0,1400821405235,9044016436,104.6761161574,314.0283484722,0.021654096,0,0,1,0,22,13,25,23,83,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,96,1154787436,8,88,8,75,1,6414273436,79,17,69,14
6888,9e48a5d9164bef173a267f7088fd9ed5,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1533439123,31995521,1410225709423,RANKED_TEAM_5x5,0,9,8,0,0,0,0,3,7,29,9,18180,309,8673,9197,23664,0,17972,5691,169,7321,0,6790,531,7830,6875,23,0,0,0,0,0,1,0,0,267,BOTTOM,DUO_SUPPORT,0,0,1,0,1,0,4,0,1,0,31995521,24649705,31307983,38142035,39514828,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24649705,31307983,38142035,39514828,1,1,97,0,197880000,2.2902777778,6.8708333333,0,1400821405235,9404304188,108.846113287,326.5383398611,0.0210414291,0,1,0,0,22,14,25,23,84,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,97,1515075188,13,84,13,71,0.8888888889,6774561188,87,10,76,8
8286,be39edbc1dd57ac939f5b4fa61cb17f7,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1536029621,31995521,1410402254737,RANKED_TEAM_5x5,4,11,13,0,0,0,0,3,5,28,3,20987,858,11640,8488,34141,1202,26553,6385,70,15689,1202,13132,1355,12095,10045,41,0,0,0,0,0,0,0,0,1,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,8,1,4,1,31995521,31307983,39514828,24649705,31615038,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,39514828,24649705,31615038,1,1,98,0,199920000,2.3138888889,6.9416666667,0,1400821405235,9580849502,110.8894618287,332.6683854861,0.0208666257,1,0,0,0,23,14,25,23,85,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,98,1691620502,16,82,16,69,1.5454545455,6951106502,87,11,76,9
3493,4f7d29c9b5df03cfee40ba811d71f267,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1564299687,31995521,1412135237254,RANKED_TEAM_5x5,1,1,3,0,0,0,0,0,2,16,2,5082,105,2424,2552,15860,0,11152,4708,29,2729,0,2443,286,5194,4135,16,0,0,0,0,0,0,0,0,1,BOTTOM,DUO_SUPPORT,1,0,1,0,1,0,4,0,2,0,31995521,31307983,24649705,25346811,31217470,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,24649705,25346811,31217470,1,1,99,0,201960000,2.3375,7.0125,0,1400821405235,11313832019,130.9471298495,392.8413895486,0.0178507158,1,0,0,0,24,14,25,23,86,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,99,3424603019,48,51,45,41,4,8684089019,92,7,79,7
9644,dcced5e7bc48c0a038b5f81d40208229,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1564375578,31995521,1412137103281,RANKED_TEAM_5x5,0,5,7,0,0,0,0,0,9,40,3,17141,1153,7216,8772,19498,0,12191,7307,170,5342,0,3435,1906,8220,8105,23,0,0,0,0,0,0,0,0,40,BOTTOM,DUO_SUPPORT,0,0,0,0,0,1,0,0,1,1,31995521,24649705,31307983,31217470,25346811,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,24649705,31307983,31217470,25346811,1,1,100,0,204000000,2.3611111111,7.0833333333,0,1400821405235,11315698046,130.9687273843,392.9061821528,0.0180280526,0,1,0,0,24,15,25,23,87,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,100,3426469046,48,52,45,42,1.4,8685955046,92,8,79,8
7824,b34cce1f13c02a4bdeee053b380cecc4,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1564453191,31995521,1412140250840,RANKED_TEAM_5x5,0,4,3,0,0,0,0,2,3,17,0,12707,596,7023,5088,14396,2644,7936,3815,443,5232,0,4277,954,4784,3975,32,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,1,0,0,0,0,0,0,1,0,31995521,31217470,25346811,24649705,31307983,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31217470,25346811,24649705,31307983,0,1,101,0,206040000,2.3847222222,7.1541666667,0,1400821405235,11318845605,131.0051574653,393.0154723958,0.0182032698,0,0,0,1,24,15,25,24,88,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,101,3429616605,48,53,45,43,0.75,8689102605,92,9,79,9
11170,ff36a636100d7d67e62fedff874d1751,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1566280678,31995521,1412285933050,RANKED_SOLO_5x5,1,10,23,0,0,0,0,1,11,47,8,25196,1064,10217,13915,32634,0,27856,4778,164,15871,0,14191,1680,12135,11335,22,0,0,0,0,0,0,0,0,25,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,6,0,0,0,31307983,31995521,28388578,39534352,20171128,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,31307983,28388578,39534352,20171128,1,1,102,0,208080000,2.4083333333,7.225,0,1400821405235,11464527815,132.6912941551,398.0738824653,0.0181498971,1,0,0,0,25,15,25,24,89,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,102,3575298815,56,46,50,39,2.4,8834784815,92,10,79,10
9606,dbcaf71998baa0b60377092d8406320b,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1566331012,31995521,1412289188029,RANKED_SOLO_5x5,0,7,5,0,0,0,0,3,5,31,3,16183,496,2445,13241,23110,0,17062,6048,156,8583,0,7526,1057,7888,6265,20,0,0,0,0,0,0,0,0,267,BOTTOM,DUO_SUPPORT,0,0,1,0,1,0,4,0,3,0,22625846,31995521,31307983,47687000,38635094,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,22625846,31307983,47687000,38635094,1,1,103,0,210120000,2.4319444444,7.2958333333,0,1400821405235,11467782794,132.7289675231,398.1869025694,0.0183226351,0,1,0,0,25,16,25,24,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,103,3578553794,56,47,50,40,0.7142857143,8838039794,92,11,79,11
9652,dcee03cb66f6a753c80e9b98d6ab7131,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1587501117,31995521,1413509967311,RANKED_TEAM_5x5,0,7,20,0,0,0,0,4,6,36,4,22911,533,13285,9092,32682,0,19825,12856,242,5868,0,3945,1923,12696,11335,23,1,0,0,0,0,1,0,1,40,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,10,2,4,1,31995521,31307983,24649705,31615038,25346811,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31307983,24649705,31615038,25346811,1,1,104,0,212160000,2.4555555556,7.3666666667,0,1400821405235,12688562076,146.8583573611,440.5750720833,0.0167205708,1,0,0,0,26,16,25,24,91,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,104,4799333076,63,41,57,34,2.8571428571,10058819076,98,6,85,6
7808,b2e8555582998cb4828fa0e4f0d54c7d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1587527890,31995521,1413513096139,RANKED_TEAM_5x5,1,2,13,0,0,0,0,0,4,20,4,13844,268,3864,9712,20615,2688,10124,7803,434,5906,0,4204,1702,8381,7070,30,0,0,0,0,0,1,0,1,201,BOTTOM,DUO_SUPPORT,1,0,1,1,1,1,6,1,3,1,31995521,31615038,25346811,31307983,24649705,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,0,4321,31615038,25346811,31307983,24649705,1,1,105,0,214200000,2.4791666667,7.4375,0,1400821405235,12691690904,146.8945706481,440.6837119444,0.0168771838,0,0,1,0,26,16,26,24,92,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,105,4802461904,63,42,57,35,7,10061947904,98,7,85,7
2950,442059cf7d30cafd0de737f30d8c6d1d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1594802826,31995521,1413927679417,RANKED_SOLO_5x5,5,5,15,2,0,0,0,3,3,20,3,10851,792,3479,6580,17626,0,9166,8459,219,6029,0,2508,3521,9585,7725,9,0,0,0,0,0,0,0,1,40,BOTTOM,NONE,1,0,1,1,1,1,9,2,2,1,47942276,31995521,31474818,31307983,30094958,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,47942276,31474818,31307983,30094958,1,1,106,0,216240000,2.5027777778,7.5083333333,0,1400821405235,13106274182,151.6929882176,455.0789646528,0.0164989681,0,0,1,0,26,16,27,24,93,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,106,5217045182,67,39,59,34,4,10476531182,98,8,85,8
4401,643981b70d721be40f00125d5420e361,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1608364732,31995521,1414433242029,RANKED_SOLO_5x5,1,6,13,0,0,0,0,0,3,28,6,26933,468,17212,9252,25271,4043,12720,8507,875,7876,0,6186,1689,9062,8625,49,0,0,0,0,0,0,0,0,201,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,6,0,0,0,22966934,31307983,32222359,31995521,22990084,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,3,4210,22966934,31307983,32222359,22990084,1,1,107,0,218280000,2.5263888889,7.5791666667,0,1400821405235,13611836794,157.544407338,472.6332220139,0.016036043,0,1,0,0,26,17,27,24,94,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,107,5722607794,71,36,63,31,2.3333333333,10982093794,98,9,85,9
8470,c2cc116cc2fc58be0c54b377de0dd90d,TEAM-0012f320-5a7a-11e5-bc58-c81f66dcfb5a,1609533382,31995521,1414520696148,RANKED_SOLO_5x5,1,9,18,0,0,0,0,2,4,31,2,29781,1619,16307,11854,21209,34,11850,9325,192,9656,34,6180,3442,12571,11850,7,0,0,0,0,0,0,0,0,40,BOTTOM,DUO_SUPPORT,0,0,0,0,0,0,4,0,1,1,28723146,31995521,24172368,31307983,25075038,40532886,31307983,48565039,25279066,31995521,26243614,50879700,30601794,21269208,0,1,4320,28723146,24172368,31307983,25075038,1,1,108,0,220320000,2.55,7.65,0,1400821405235,13699290913,158.5566077894,475.6698233681,0.0160825842,0,0,1,0,26,17,28,24,95,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,108,5810061913,71,37,63,32,2.1111111111,11069547913,98,10,85,10
